ANO_OCORRENCIA;MES_OCORRENCIA;UF;MUNICIPIO;ESPECIE_ARMA;MARCA_ARMA;CALIBRE_ARMA;TIPO_OCORRENCIA;MAIS_1000_MIL_HAB;TOTAL;DATA
2025;1;MA;BALSAS                             ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22                                               ;Roubo de Arma de Fogo;N;1;2025-01-01
2025;1;MA;BREJO                              ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Roubo de Arma de Fogo;N;1;2025-01-01
2025;1;MA;CAXIAS                             ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Campanha do Desarmamento;S;1;2025-01-01
2025;1;MA;ESTREITO                           ;Espingarda                                        ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;12                                                ;Apostilada no Exercito;N;1;2025-01-01
2025;1;MA;ESTREITO                           ;Espingarda                                        ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;12                                                ;Recuperação de Arma de Fogo;N;1;2025-01-01
2025;1;MA;IMPERATRIZ                         ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Furto de Arma de Fogo;S;1;2025-01-01
2025;1;MA;IMPERATRIZ                         ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Apreensão de Arma de Fogo;S;1;2025-01-01
2025;1;MA;NOVA OLINDA DO MARANHÃO            ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Apreensão de Arma de Fogo;N;1;2025-01-01
2025;1;MA;PAÇO DO LUMIAR                     ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Furto de Arma de Fogo;S;1;2025-01-01
2025;1;MA;PAÇO DO LUMIAR                     ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Recuperação de Arma de Fogo;S;1;2025-01-01
2025;1;MA;SANTA QUITÉRIA DO MARANHÃO         ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Apreensão de Arma de Fogo;N;1;2025-01-01
2025;1;MA;SÃO LUÍS                           ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Campanha do Desarmamento;S;1;2025-01-01
2025;1;MA;SÃO LUÍS                           ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Campanha do Desarmamento;S;2;2025-01-01
2025;1;MG;ARAGUARI                           ;Revolver                                          ;SMITH & WESSON                                                        ;.38                                               ;Apreensão de Arma de Fogo;S;1;2025-01-01
2025;1;MG;BELA VISTA DE MINAS                ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380 ACP                                          ;Furto de Arma de Fogo;N;1;2025-01-01
2025;1;MG;BELO HORIZONTE                     ;Pistola                                           ;IMBEL                                                                 ;.380                                              ;Recuperação de Arma de Fogo;S;1;2025-01-01
